id,motu,analysis,voucher,sequence,la_motu,blasting_family,blasting_subfamily,blasting_genus,percentage,bin,notes_on_host,notes,updated,error message
432,MOTU0144,All_inga_trimmed_21bp,LA2010_297_1,LA2010_297_1_coi,LA_MOTU0110,Oecophoridae (Elachistidae?),,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0144""}"
433,MOTU0082,All_inga_trimmed_21bp,LA2010_297_2,LA2010_297_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0082""}"
434,MOTU0082,All_inga_trimmed_21bp,LA2010_299_1,LA2010_299_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0082""}"
435,MOTU0274,All_inga_trimmed_21bp,LA2010_299_2,LA2010_299_2_coi,LA_MOTU0118,?,,,98,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3620,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0274""}"
436,MOTU0012,All_inga_trimmed_21bp,LA2010_3,LA2010_3_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
437,MOTU0131,All_inga_trimmed_21bp,LA2010_30,LA2010_30_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0131""}"
438,MOTU0005,All_inga_trimmed_21bp,LA2010_301_2,LA2010_301_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0005""}"
439,MOTU0005,All_inga_trimmed_21bp,LA2010_301_3,LA2010_301_3_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0005""}"
440,MOTU0144,All_inga_trimmed_21bp,LA2010_303_1,LA2010_303_1_coi,,Oecophoridae (Elachistidae?),,,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE6179,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0144""}"
441,MOTU0144,All_inga_trimmed_21bp,LA2010_303_2,LA2010_303_2_coi,,Oecophoridae (Elachistidae?),,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0144""}"
442,MOTU0002,All_inga_trimmed_21bp,LA2010_303_3,LA2010_303_3_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
443,MOTU0144,All_inga_trimmed_21bp,LA2010_303_4,LA2010_303_4_coi,,Oecophoridae (Elachistidae?),,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0144""}"
444,MOTU0025,All_inga_trimmed_21bp,LA2010_303_5,LA2010_303_5_coi,,Erebidae,Erebinae,Helia exsicatta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0025""}"
445,MOTU0080,All_inga_trimmed_21bp,LA2010_305_1,LA2010_305_1_coi,LA_MOTU0127,Erebidae,Arctiinae,Melese castrena,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAU0894,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0080""}"
446,MOTU0037,All_inga_trimmed_21bp,LA2010_308_1,LA2010_308_1_coi,LA_MOTU0078,Elachistidae,Stenomatinae,Antaeotrichia,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0014,found on I. chocoensis in CR,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0037""}"
447,MOTU0037,All_inga_trimmed_21bp,LA2010_308_2,LA2010_308_2_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0037""}"
448,MOTU0037,All_inga_trimmed_21bp,LA2010_308_4,LA2010_308_4_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0037""}"
449,MOTU0013,All_inga_trimmed_21bp,LA2010_31,LA2010_31_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0013""}"
450,MOTU0110,All_inga_trimmed_21bp,LA2010_310,LA2010_310_coi,LA_MOTU0044,Lycaenidae,Techlinae,Symbiopsis tanais,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB4611,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0110""}"
451,MOTU0303,All_inga_trimmed_21bp,LA2010_312_2,LA2010_312_2_coi,LA_MOTU0146,Erebidae,Erebinae,Ascalapha odorata,100,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA5595,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0303""}"
452,MOTU0153,All_inga_trimmed_21bp,LA2010_313,LA2010_313_coi,LA_MOTU0032,Geometridae,Ennominae,Paragonia tassimaDHJ02,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC2466,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0153""}"
453,MOTU0198,All_inga_trimmed_21bp,LA2010_319,LA2010_319_coi,,Crambidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0198""}"
454,MOTU0001,All_inga_trimmed_21bp,LA2010_320,LA2010_320_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0001""}"
455,MOTU0044,All_inga_trimmed_21bp,LA2010_327,LA2010_327_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
456,MOTU0044,All_inga_trimmed_21bp,LA2010_329_1,LA2010_329_1_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
457,MOTU0001,All_inga_trimmed_21bp,LA2010_329_2,LA2010_329_2_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0001""}"
458,MOTU0012,All_inga_trimmed_21bp,LA2010_33,LA2010_33_coi,,Elachistidae,,,98,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0160,found on I. oerstediana in CR,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
459,MOTU0198,All_inga_trimmed_21bp,LA2010_333_2,LA2010_333_2_coi,,Crambidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0198""}"
460,MOTU0020,All_inga_trimmed_21bp,LA2010_337,LA2010_337_coi,,Lycaenidae,Techlinae,Techlopsis,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0020""}"
461,MOTU0174,All_inga_trimmed_21bp,LA2010_338,LA2010_338_coi,,Erebidae,Erebinae,Coenipeta,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0174""}"
462,MOTU0001,All_inga_trimmed_21bp,LA2010_339,LA2010_339_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0001""}"
463,MOTU0153,All_inga_trimmed_21bp,LA2010_340,LA2010_340_coi,,Geometridae,Ennominae,Paragonia tassimaDHJ02,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0153""}"
464,MOTU0037,All_inga_trimmed_21bp,LA2010_343_1,LA2010_343_1_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0037""}"
465,MOTU0037,All_inga_trimmed_21bp,LA2010_343_2,LA2010_343_2_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0037""}"
466,MOTU0080,All_inga_trimmed_21bp,LA2010_343_3,LA2010_343_3_coi,LA_MOTU0140,Erebidae,Arctiinae,Melese castrena,97,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAU0894,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0080""}"
467,MOTU0082,All_inga_trimmed_21bp,LA2010_344,LA2010_344_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0082""}"
468,MOTU0001,All_inga_trimmed_21bp,LA2010_346_1,LA2010_346_1_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0001""}"
469,MOTU0078,All_inga_trimmed_21bp,LA2010_347,LA2010_347_coi,LA_MOTU0141,Geometridae,Ennominae,Physocleora,97,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABX6036,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0078""}"
470,MOTU0144,All_inga_trimmed_21bp,LA2010_349_1,LA2010_349_1_coi,,Oecophoridae (Elachistidae?),,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0144""}"
471,MOTU0172,All_inga_trimmed_21bp,LA2010_350_1,LA2010_350_1_coi,,Geometridae,Ennominae,Macaria aproximaria,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0172""}"
472,MOTU0001,All_inga_trimmed_21bp,LA2010_350_2,LA2010_350_2_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0001""}"
473,MOTU0354,All_inga_trimmed_21bp,LA2010_353,LA2010_353_coi,LA_MOTU0107,Elachistidae,,,95,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3479,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0354""}"
474,MOTU0224,All_inga_trimmed_21bp,LA2010_354_1,LA2010_354_1_coi,,Gelechiidae,Anacampsinae,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0224""}"
475,MOTU0002,All_inga_trimmed_21bp,LA2010_354_2,LA2010_354_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
476,MOTU0002,All_inga_trimmed_21bp,LA2010_354_3,LA2010_354_3_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
477,MOTU0204,All_inga_trimmed_21bp,LA2010_355_1,LA2010_355_1_coi,LA_MOTU0097,Hesperiidae,Pyrginae,Phanus Vitreus,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0204""}"
478,MOTU0227,All_inga_trimmed_21bp,LA2010_355_2,LA2010_355_2_coi,LA_MOTU0041,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0227""}"
479,MOTU0204,All_inga_trimmed_21bp,LA2010_355_4,LA2010_355_4_coi,,Hesperiidae,Pyrginae,Phanus Vitreus,97,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC6646,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0204""}"
480,MOTU0052,All_inga_trimmed_21bp,LA2010_355_5,LA2010_355_5_coi,LA_MOTU0018,Hesperiidae,Pyrginae,Phanus vitreus,100,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACF0214,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
481,MOTU0063,All_inga_trimmed_21bp,LA2010_359,LA2010_359_coi,LA_MOTU0091,Gracillaridae,,Eucosmophora,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0063""}"
482,MOTU0020,All_inga_trimmed_21bp,LA2010_36,LA2010_36_coi,,Lycaenidae,Techlinae,Techlopsis,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0020""}"
483,MOTU0060,All_inga_trimmed_21bp,LA2010_360,LA2010_360_coi,,Riodinidae,Riodininae,Nymphidium,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0060""}"
484,MOTU0044,All_inga_trimmed_21bp,LA2010_362_1,LA2010_362_1_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
485,MOTU0044,All_inga_trimmed_21bp,LA2010_362_2,LA2010_362_2_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
486,MOTU0137,All_inga_trimmed_21bp,LA2010_363,LA2010_363_coi,LA_MOTU0024,Elachistidae,Stenomatinae,,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAK2236,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0137""}"
487,MOTU0002,All_inga_trimmed_21bp,LA2010_365_1,LA2010_365_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
488,MOTU0002,All_inga_trimmed_21bp,LA2010_365_2,LA2010_365_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
489,MOTU0044,All_inga_trimmed_21bp,LA2010_365_3,LA2010_365_3_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
490,MOTU0010,All_inga_trimmed_21bp,LA2010_366,LA2010_366_coi,,Notodontidae,Hemiceratinae,Hemiceras nigrescens,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3300,found on I. vera in CR,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0010""}"
491,MOTU0005,All_inga_trimmed_21bp,LA2010_367_1,LA2010_367_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0005""}"
492,MOTU0005,All_inga_trimmed_21bp,LA2010_367_3,LA2010_367_3_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0005""}"
493,MOTU0002,All_inga_trimmed_21bp,LA2010_37_1,LA2010_37_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
494,MOTU0044,All_inga_trimmed_21bp,LA2010_37_2,LA2010_37_2_coi,,Elachistidae,Stenomatinae,Antaeotrichia,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0044""}"
495,MOTU0028,All_inga_trimmed_21bp,LA2010_37_3,LA2010_37_3_coi,LA_MOTU0092,Riodinidae,Riodininae,Synargis,92,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB3448,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0028""}"
496,MOTU0015,All_inga_trimmed_21bp,LA2010_37_4,LA2010_37_4_coi,LA_MOTU0134,Geometridae,Ennominae,Prochoerodes,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB5064,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0015""}"
497,MOTU0002,All_inga_trimmed_21bp,LA2010_37_5,LA2010_37_5_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
498,MOTU0002,All_inga_trimmed_21bp,LA2010_371,LA2010_371_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
499,MOTU0002,All_inga_trimmed_21bp,LA2010_376,LA2010_376_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
500,MOTU0144,All_inga_trimmed_21bp,LA2010_377_1,LA2010_377_1_coi,,Oecophoridae (Elachistidae?),,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0144""}"
501,MOTU0144,All_inga_trimmed_21bp,LA2010_377_3,LA2010_377_3_coi,,Oecophoridae (Elachistidae?),,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0144""}"
502,MOTU0082,All_inga_trimmed_21bp,LA2010_379_1,LA2010_379_1_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0082""}"
503,MOTU0002,All_inga_trimmed_21bp,LA2010_379_2,LA2010_379_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
504,MOTU0243,All_inga_trimmed_21bp,LA2010_38,LA2010_38_coi,LA_MOTU0131,Erebidae,Arctiinae,Euclera,95,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG6286,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0243""}"
505,MOTU0066,All_inga_trimmed_21bp,LA2010_383,LA2010_383_coi,,Riodinidae,Riodininae,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0066""}"
506,MOTU0085,All_inga_trimmed_21bp,LA2010_384_1,LA2010_384_1_coi,LA_MOTU0133,Pieridae,Coliadinae,Phoebis arganteDHJ03,100,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE3991,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0085""}"
507,MOTU0004,All_inga_trimmed_21bp,LA2010_386_1,LA2010_386_1_coi,LA_MOTU0053,Erebidae,Erebinae,Coenipeta tanais,99,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB1104,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0004""}"
508,MOTU0002,All_inga_trimmed_21bp,LA2010_386_2,LA2010_386_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
509,MOTU0210,All_inga_trimmed_21bp,LA2010_388,LA2010_388_coi,LA_MOTU0113,Psychidae,,,86,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF6701,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0210""}"
510,MOTU0072,All_inga_trimmed_21bp,LA2010_389,LA2010_389_coi,,Geometridae,Geometrinae,Nemoria,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0072""}"
511,MOTU0355,All_inga_trimmed_21bp,LA2010_390,LA2010_390_coi,LA_MOTU0013,Geometridae,Ennominae,Macaria,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0776,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0355""}"
512,MOTU0052,All_inga_trimmed_21bp,LA2010_391,LA2010_391_coi,,Hesperiidae,Pyrginae,Phanus vitreus,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0052""}"
513,MOTU0002,All_inga_trimmed_21bp,LA2010_392,LA2010_392_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
514,MOTU0032,All_inga_trimmed_21bp,LA2010_393_1,LA2010_393_1_coi,,Crambidae,Spilomelinae,Omiodes,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
515,MOTU0032,All_inga_trimmed_21bp,LA2010_393_2,LA2010_393_2_coi,,Crambidae,Spilomelinae,Omiodes,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0032""}"
516,MOTU0313,All_inga_trimmed_21bp,LA2010_394_1,LA2010_394_1_coi,LA_MOTU0046,Nolidae,Nolinae,Meganola,96,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAK3879,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0313""}"
517,MOTU0002,All_inga_trimmed_21bp,LA2010_394_2,LA2010_394_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
518,MOTU0002,All_inga_trimmed_21bp,LA2010_394_3,LA2010_394_3_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
519,MOTU0012,All_inga_trimmed_21bp,LA2010_395,LA2010_395_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0012""}"
520,MOTU0002,All_inga_trimmed_21bp,LA2010_396_2,LA2010_396_2_coi,,Elachistidae,,,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0002""}"
521,MOTU0081,All_inga_trimmed_21bp,LA2010_397,LA2010_397_coi,,Elachistidae,Stenomatinae,Antaeotrichia,93,http://bins.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA0170,found on I. vera in CR,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0081""}"
522,MOTU0010,All_inga_trimmed_21bp,LA2010_399_1,LA2010_399_1_coi,,Notodontidae,Hemiceratinae,Hemiceras nigrescens,0,,,,2015-07-15 16:17:03+00:00,"HerbivoreCollection could not be found matching {""motu__iexact"": ""MOTU0010""}"
