id,year,month,day,plant_field,orig_id,species_code,evm,exp_min,exp_max,field_efn,field_ants,ants_efn,ant_collection_field,total_herb,a_herbivore_species_code,a_herbivores,b_herbivore_species_code,b_herbivores,c_herbivore_species_code,c_herbivores,d_herbivore_collection_field,d_herbivores,d_herbivores_total,d_family_field,e_herbivore_collection_field,e_herbivores,e_herbivores_total,e_family_field,f_herbivore_collection_field,f_herbivores,f_herbivores_total,f_family_field,g_herbivore_collection_field,g_herbivores,g_herbivores_total,g_family_field,h_herbivore_collection_field,h_herbivores,h_herbivores_total,h_family_field,i_herbivore_collection_field,i_herbivores,i_herbivores_total,i_family_field,j_herbivore_collection_field,j_herbivores,j_herbivores_total_observe,j_family_field,k_herbivore_collection_field,k_herbivores,k_herbivores_total_observe,k_family_field,l_herbivore_collection_field,l_herbivores,l_herbivores_total_observe,l_family_field,m_herbivore_collection_field,m_herbivores,m_herbivores_total_observe,m_family_field,n_herbivore_collection_field,n_herbivores,n_herbivores_total_observe,n_family_field,o_herbivore_collection_field,o_herbivores,o_herbivores_total_observe,o_family_field,p_herbivore_collection_field,p_herbivores,p_herbivores_total_observe,p_family_field,q_herbivore_collection_field,q_herbivores,q_herbivores_total_observe,q_family_field,r_herbivore_collection_field,r_herbivores,r_herbivores_total_observe,r_family_field,s_herbivore_collection_field,s_herbivores,s_herbivores_total_observe,s_family_field,t_herbivore_collection_field,t_herbivores,t_herbivores_total_observe,t_family_field,u_herbivore_collection_field,u_herbivores,u_herbivores_total_observe,u_family_field,v_herbivore_collection_field,v_herbivores,v_herbivores_total_observe,v_family_field,w_herbivore_collection_field,w_herbivores,w_herbivores_total_observe,w_family_field,x_herbivore_collection_field,x_herbivores,x_herbivores_total_observe,x_family_field,y_herbivore_collection_field,y_herbivores,y_herbivores_total_observe,y_family_field,z_herbivore_collection_field,z_herbivores,z_herbivores_total_observe,z_family_field,aa_herbivore_collection_field,aa_herbivores,aa_herbivores_total_observe,aa_family_field,ab_herbivore_collection_field,ab_herbivores,ab_herbivores_total_observe,ab_family_field,ac_herbivore_collection_field,ac_herbivores,ac_herbivores_total_observe,ac_family_field,ad_herbivore_collection_field,ad_herbivores,ad_herbivores_total_observe,ad_family_field,ae_herbivore_collection_field,ae_herbivores,ae_herbivores_total_observe,ae_family_field,af_herbivor_collection_field,af_herbivores_total_observe,af_family_field,af_herbivores,ag_herbivore_collection_field,ag_herbivores,ag_herbivores_total_observe,ag_family_field,ah_herbivore_collection_field,ah_herbivores,ah_herbivores_total_observe,ah_family_field,notes1,notes2,notes3,notes4,notes5,notes6,notes7,notes8,updated,error message
20449,2012,july,17,10579,4,N4,M,mat,,0,0,0E-8,,1,,0,,0,,,Nh-939,1,0,n101,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:30+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-939""}"
20450,2012,july,17,10580,14,N14,E,20,,6,10,1.67000000,,1,,0,,0,,,Nh-940,1,0,n005,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:30+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-940""}"
20451,2012,july,17,10581,22,N22,E,5,95,8,3,0.38000000,,1,,0,,0,,,Nh-941,2,0,n017,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:30+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-941""}"
20452,2012,july,17,10582,31,N31,E,95,,20,0,0E-8,,1,,0,,0,,,Nh-942,2,0,n017,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:30+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-942""}"
20454,2012,july,17,10584,31,N31,E,15,95,35,6,0.17000000,,1,,0,,0,,,Nh-943,2,0,n098,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:31+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-943""}"
20533,2012,july,26,10660,18,N18,E,50,80,40,0,0E-8,,1,,0,,0,,,Nh-1076 ,1,0,n083,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,damage pictures,,,,,,,,2015-07-19 16:31:32+00:00,"HerbivoreCollection could not be found matching {""collection_number__iexact"": ""Nh-1076""}"
20668,2012,july,28,10792,13,N13,M,mat,,0,0,0E-8,,2,,0,,0,,,Nh-1144,1,0,n109,Nh-1145,1,0,n053,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:34+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-1145""}"
20701,2012,july,30,10824,4,N4,M,mat,,12,5,0.42000000,,1,,0,,0,,,Nh-1145,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-07-19 16:31:35+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""Nh-1145""}"
21030,2012,augu,11,11149,31,N31,E,20,90,14,3,0.21000000,,4,,0,,0,,,Nh-1459 ,1,0,n146,Nh-1460,1,0,n027,Nh-1461,1,0,n027,Nh-1462,1,0,n008,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,2015-10-13 10:30:52+00:00,"HerbivoreCollection could not be found matching {""collection_number__iexact"": ""Nh-1459""}"
22927,2010,Jul,10,7,35,LA35,E,,,0,0,1.00000000,7,2,,0,,0,,,LA2010_7_1,1,0,,LA2010_7_2,1,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:07:57+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_7_1""}"
22928,2010,Jul,11,8,60,LA60,E,,,0,0,1.00000000,8,2,,0,,0,,,LA2010_9_1,1,0,,LA2010_9_2,1,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_1""}"
22929,2010,Jul,11,9,8,LA8,E,,,0,0,1.00000000,9,4,,0,,0,,,LA2010_9_2,3,0,,LA2010_9_2,3,0,,LA2010_9_3,9,0,,LA2010_9_4,9,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_2""}"
22930,2010,Jul,11,10,4,LA4,E,,,0,0,1.00000000,10,3,,0,,0,,,LA2010_7_1,1,0,,LA2010_10_1,1,0,,LA2010_10_2,1,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_7_1""}"
22933,2010,Jul,12,13,4,LA4,E,,,0,0,1.00000000,13,1,,0,,0,,,LA2010_13_1,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_13_1""}"
22947,2010,Jul,23,25,3,LA3,E,,,0,0,0E-8,,1,,0,,0,,,LA2010_13_1,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_13_1""}"
22950,2010,Jul,24,28,2,LA2,E,,,0,0,1.50000000,28,2,,0,,0,,,LA2010_28,1,0,,LA2010_9_1,2,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_1""}"
22951,2010,Jul,24,29,59,LA59,E,,,0,0,2.00000000,29,1,,0,,0,,,LA2010_9_1,2,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:07:57+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_1""}"
22959,2010,Jul,26,37,23,LA23,E,,,0,0,1.00000000,37,5,,0,,0,,,LA2010_37_1,1,0,,LA2010_37_2,1,0,,LA2010_37_3,1,0,,LA2010_37_4,1,0,,LA2010_37_5,1,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_37_2""}"
22962,2010,Jul,27,40,4,LA4,E,,,0,0,1.00000000,40,2,,0,,0,,,LA2010_40,1,0,,LA2010_40_1,1,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_40""}"
22969,2010,Jul,29,47,35,LA35,E,,,0,0,1.00000000,47,1,,0,,0,,,LA2010_9_1,2,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:07:57+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_1""}"
22970,2010,Jul,30,48,7,LA7,E,,,0,0,2.00000000,48,1,,0,,0,,,LA2010_9_1,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_1""}"
22976,2010,Aug,3,54,20,LA20,E,,,0,0,2.00000000,54,4,,0,,0,,,LA2010_54_1,1,0,,LA2010_54_2,1,0,,LA2010_54_3,1,0,,LA2010_54_4,1,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_54_4""}"
22977,2010,Aug,3,55,48,LA48,E,,,0,0,4.00000000,55,1,,0,,0,,,LA2010_9_1,3,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_1""}"
22979,2010,Aug,3,57,20,LA20,E,,,0,0,1.00000000,57,1,,0,,0,,,LA2010_57,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:07:58+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_57""}"
22980,2010,Aug,3,58,48,LA48,E,,,0,0,1.00000000,58,1,,0,,0,,,LA2010_57,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_57""}"
22981,2010,Aug,5,59,13,LA13,E,,,0,0,1.00000000,59,6,,0,,0,,,LA2010_9_3,4,0,,LA2010_59_1,1,0,,LA2010_59_2,2,0,,LA2010_59_3,1,0,,LA2010_9_1,1,0,,LA2010_59_4,1,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_3""}"
22991,2010,Aug,8,70,13,LA13,E,,,0,0,3.00000000,70,2,,0,,0,,,,1,0,,LA2010_9_3,1,0,,LA2010_9_1,1,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_3""}"
23235,2010,Aug,10,77,1,LA1,E,,,0,0,1.00000000,77,1,,0,,0,,,LA2010_77,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_77""}"
23388,2010,Aug,10,80,2,LA2,E,,,0,0,1.00000000,80,1,,0,,0,,,LA2010_9_1,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_1""}"
23389,2010,Aug,10,81,1,LA1,E,,,0,0,0E-8,,2,,0,,0,,,LA2010_81,1,0,,LA2010_82_2,1,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:58:30+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_82_2""}"
23390,2010,Aug,10,82,2,LA2,E,,,0,0,0E-8,,2,,0,,0,,,LA2010_82_1,1,0,,LA2010_82_2,1,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:58:30+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_82_2""}"
23392,2010,Aug,10,84,18,LA18,E,,,0,0,0E-8,,1,,0,,0,,,LA2010_9_3,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_3""}"
23401,2010,Aug,13,93,1,LA1,E,,,0,0,1.00000000,93,1,,0,,0,,,LA2010_93,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_93""}"
23404,2010,Aug,13,96,59,LA59,E,,,0,0,1.00000000,96,3,,0,,0,,,LA2010_96_1,1,0,,LA2010_96_3,1,0,,LA2010_96_3,1,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_96_3""}"
23405,2010,Aug,13,97,8,LA8,E,,,0,0,1.00000000,97,1,,0,,0,,,LA2010_97,2,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:58:30+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_97""}"
23413,2010,Aug,14,105,59,LA59,E,,,0,0,1.50000000,105,1,,0,,0,,,LA2010_105,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:58:31+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_105""}"
23414,2010,Aug,14,106,52,LA52,E,,,0,0,1.50000000,106,1,,0,,0,,,LA2010_105,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_105""}"
23417,2010,Aug,16,109,22,LA22,E,,,0,0,2.00000000,109,1,,0,,0,,,LA2010_9_1,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:58:31+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_9_1""}"
23422,2010,Aug,19,114,59,LA59,E,,,0,0,1.00000000,114,2,,0,,0,,,LA2010_105,1,0,,LA2010_114,2,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-10-13 10:30:53+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_105""}"
23426,2010,Aug,19,118,43,LA43,E,,,0,0,2.00000000,118,1,,0,,0,,,LA2010_105,2,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:58:31+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_105""}"
23427,2010,Aug,20,119,1,LA1,E,,,0,0,1.00000000,119,1,,0,,0,,,LA2010_119,1,0,,,,0,,,,0,,,,0,,,0,0,,,0,,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,,0,,0,0,,,0,0,,,"
",,,,,,,2015-07-28 15:58:31+00:00,"Multiple HerbivoreCollection objects returned matching {""collection_number"": ""LA2010_119""}"
